phot_g_mean_mag,bp_rp
18.592737,1.2657204
17.15889,
17.105019,0.91768837
16.769695,0.8784418
16.336243,0.82085514
18.346622,
17.112057,0.9828987
16.684664,0.9269085
12.431726,1.0453444
16.924429,0.8962879
17.299883,0.8974991
16.195528,1.0242596
16.419159,0.87055016
17.560457,0.92860603
16.334242,0.900156
16.454885,0.8696947
17.941977,1.0243301
15.500243,1.0505304
17.8058,
18.971739,1.1363811
17.385513,0.94122124
16.432875,0.83341503
17.59276,0.9963627
19.946003,
15.629895,1.001092
18.390696,1.0868778
17.691023,
19.345533,1.3198662
19.69689,1.0723305
15.614662,0.97769547
17.622149,1.1372356
18.350275,1.0986156
17.804527,1.0240307
16.75943,0.86737823
17.071053,0.89424706
17.199554,0.89084244
18.471817,
18.568464,1.2157707
19.915102,
17.40357,0.9268627
19.054895,1.3368607
17.85584,0.9961033
16.39434,0.8582182
17.224483,0.9110069
19.319607,1.3489265
18.64783,1.1555481
17.99903,1.0243015
18.445972,1.1160088
16.33314,0.8494358
17.89806,
17.330904,0.9123821
17.008366,0.901886
16.38111,
18.750221,1.1797256
17.65605,0.904562
16.342861,0.857111
16.60249,
18.35169,1.0901699
15.954874,0.89752007
18.890215,1.234005
17.65292,0.9339962
18.426523,1.1347694
18.315413,1.0884953
17.280466,0.9426136
17.689877,0.9646702
17.12569,0.9041233
17.943401,0.9982815
17.06142,0.9141464
14.854504,1.1046982
18.190699,1.0164165
18.326109,1.1572933
18.747562,
16.760187,
17.224764,0.8962803
17.927958,1.0786457
17.549467,0.94571877
19.122133,1.1609344
16.476587,0.86460876
17.214003,0.9003658
16.33979,0.8514576
17.389952,0.9203396
17.022343,0.9213562
18.66631,
19.568336,1.1324577
15.667572,0.96489334
16.08582,0.87359905
17.870602,1.0299683
17.306366,0.91981506
17.420183,0.9375973
10.765337,1.4703159
17.880304,1.013195
16.27581,0.8197794
19.878242,
17.657803,0.98968124
17.891455,1.0154228
19.00515,1.2639046
17.267956,0.9471512
18.900978,1.3125362
17.92955,0.9824619
17.792542,1.0462627
16.722538,0.93803024
16.558292,0.88158894
19.146214,1.1679516
17.33961,0.9594917
18.237103,
16.99457,0.98207283
15.83579,0.9330931
17.101515,0.8927784
14.476147,1.1305513
15.41245,1.0871716
16.80137,0.8816471
18.6809,
15.832852,0.6528082
17.030294,
16.479197,0.8446436
18.18483,1.0295715
16.08325,0.8813486
16.393456,0.9210205
16.07979,0.8481293
16.749197,0.9775467
17.146063,0.9962692
17.767082,
16.48164,
18.027756,
