phot_g_mean_mag,bp_rp
18.28908,0.8305187
19.49335,0.97057915
18.042456,0.828743
18.633018,0.84394455
18.192476,0.8127384
19.78369,1.3457909
18.77281,0.92367744
18.882727,
18.09369,0.80311775
19.375414,1.138113
17.217724,0.771101
13.884962,1.0370245
17.714622,0.7522049
17.592684,0.7596073
19.12499,1.0000668
19.369362,1.0060234
17.158245,0.8105755
15.905124,1.0503073
18.034752,0.72595215
18.44915,
19.230673,0.93558884
18.183046,0.8291626
19.830637,
18.491655,
19.241106,0.94080734
17.678778,0.8016834
19.313875,1.0661526
19.691153,
17.292221,0.78876305
18.813763,0.9289551
16.244469,1.0308752
15.57914,1.0381899
11.184433,1.8370008
19.076345,0.3961277
17.868385,0.8315182
18.664417,0.6578579
18.462355,0.86553764
15.501963,1.0419922
17.101866,0.7789593
17.860209,0.78596115
17.30298,0.78287697
18.178528,0.8456631
19.088446,0.97447586
19.578835,1.0245781
18.120087,0.77812576
13.780035,1.2082787
19.84299,1.1022415
17.940706,0.79634094
15.055168,1.1102724
18.389233,0.8347111
19.394278,0.98402214
17.854483,0.82333565
15.067812,1.1061935
18.585073,0.86587715
18.560257,0.83052444
18.441196,0.8621998
17.021355,0.8982258
16.907673,0.9525242
19.774118,1.2081509
17.841085,0.81635475
17.838266,0.77329063
16.977697,0.92923164
18.45091,0.8186188
16.730429,0.9917526
15.900136,1.0553255
19.098509,0.95560837
17.170353,0.79208946
16.42868,1.0467005
17.603704,0.7909908
18.001657,0.82089806
14.143046,1.1664953
18.391932,0.8148365
17.675554,0.79294586
18.776438,0.8640766
16.98799,0.8981514
17.159857,0.7951946
19.667545,1.1007347
17.855652,0.78608894
19.442661,
19.082304,1.1000462
17.76679,0.75631905
17.676388,0.76132774
17.545385,0.76254845
19.015345,0.9100838
18.221153,0.8219986
18.913284,0.9423771
19.891768,1.0617046
19.796045,1.2124767
17.777536,0.7733326
17.3686,0.78595734
17.953226,0.79242706
18.823025,0.8905716
18.656273,0.92144203
15.632711,1.060996
18.371618,0.7783432
17.271175,0.7918987
18.987926,0.8402462
19.601585,1.2148495
18.166004,0.7799015
15.21119,1.0739899
19.575533,1.1674938
18.031067,0.79701805
19.775475,0.99274635
17.006842,0.84376144
18.521893,0.86946106
18.273287,0.84934425
18.398731,0.81183624
17.346527,0.76270103
19.899895,1.4008255
16.986591,0.89302254
